id_gene_DM,gene_DM,biotype_DM,DM_up,DM_down,id_gene_HS,gene_HS,biotype_HS,HS_up,HS_down,id_gene_MM,gene_MM,biotype_MM,MM_up,MM_down
FBgn0035690,CG10274,protein_coding,True,False,"ENSG00000152926,ENSG00000196705,ENSG00000173041,ENSG00000146757,ENSG00000256229,ENSG00000184635,ENSG00000181450,ENSG00000196381,ENSG00000196268,ENSG00000196605,ENSG00000234444,ENSG00000229676,ENSG00000196670,ENSG00000182903,ENSG00000213020,ENSG00000267041,ENSG00000188171,ENSG00000204611,ENSG00000198464,ENSG00000213973,ENSG00000160336,ENSG00000214652","ZNF117,ZNF431,ZNF680,ZNF92,ZNF486,ZNF93,ZNF678,ZNF781,ZNF493,ZNF846,ZNF736,ZNF492,ZFP62,ZNF721,ZNF611,ZNF850,ZNF626,ZNF616,ZNF480,ZNF99,ZNF761,ZNF727","protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding","False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False","True,True,True,True,True,True,True,False,True,False,True,True,True,False,True,True,True,True,True,True,True,True","ENSMUSG00000058093,ENSMUSG00000046185,ENSMUSG00000060301,ENSMUSG00000023892,ENSMUSG00000055480,ENSMUSG00000057396,ENSMUSG00000045519,ENSMUSG00000063488,ENSMUSG00000063281,ENSMUSG00000098905,ENSMUSG00000069743,ENSMUSG00000067916,ENSMUSG00000066829,ENSMUSG00000059142,ENSMUSG00000067942,ENSMUSG00000074165,ENSMUSG00000074865,ENSMUSG00000006720,ENSMUSG00000070605,ENSMUSG00000056300,ENSMUSG00000046311,ENSMUSG00000057842,ENSMUSG00000051037,ENSMUSG00000063108,ENSMUSG00000091474,ENSMUSG00000092416,ENSMUSG00000056019","Zfp729b,Zfp84,2610008E11Rik,Zfp51,Zfp458,Zfp759,Zfp560,Zkscan7,Zfp35,Zfp953,Zfp820,Zfp991,Zfp810,Zfp945,Zfp160,Zfp788,Zfp934,Zfp184,Zfp992,Zfp981,Zfp62,Zfp595,Zfp455,Zfp26,2610021A01Rik,Zfp141,Zfp709","protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding","False,False,False,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False","True,True,True,False,False,False,False,True,False,True,True,False,True,True,True,False,True,False,False,False,False,True,False,True,True,True,True"
FBgn0031144,CG1529,protein_coding,True,True,"ENSG00000152926,ENSG00000196705,ENSG00000173041,ENSG00000146757,ENSG00000256229,ENSG00000184635,ENSG00000181450,ENSG00000196381,ENSG00000196268,ENSG00000196605,ENSG00000234444,ENSG00000229676,ENSG00000196670,ENSG00000182903,ENSG00000213020,ENSG00000267041,ENSG00000188171,ENSG00000204611,ENSG00000198464,ENSG00000213973,ENSG00000160336,ENSG00000214652","ZNF117,ZNF431,ZNF680,ZNF92,ZNF486,ZNF93,ZNF678,ZNF781,ZNF493,ZNF846,ZNF736,ZNF492,ZFP62,ZNF721,ZNF611,ZNF850,ZNF626,ZNF616,ZNF480,ZNF99,ZNF761,ZNF727","protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding","False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False","True,True,True,True,True,True,True,False,True,False,True,True,True,False,True,True,True,True,True,True,True,True","ENSMUSG00000058093,ENSMUSG00000046185,ENSMUSG00000060301,ENSMUSG00000023892,ENSMUSG00000055480,ENSMUSG00000057396,ENSMUSG00000045519,ENSMUSG00000063488,ENSMUSG00000063281,ENSMUSG00000098905,ENSMUSG00000069743,ENSMUSG00000067916,ENSMUSG00000066829,ENSMUSG00000059142,ENSMUSG00000067942,ENSMUSG00000074165,ENSMUSG00000074865,ENSMUSG00000006720,ENSMUSG00000070605,ENSMUSG00000056300,ENSMUSG00000046311,ENSMUSG00000057842,ENSMUSG00000051037,ENSMUSG00000063108,ENSMUSG00000091474,ENSMUSG00000092416,ENSMUSG00000056019","Zfp729b,Zfp84,2610008E11Rik,Zfp51,Zfp458,Zfp759,Zfp560,Zkscan7,Zfp35,Zfp953,Zfp820,Zfp991,Zfp810,Zfp945,Zfp160,Zfp788,Zfp934,Zfp184,Zfp992,Zfp981,Zfp62,Zfp595,Zfp455,Zfp26,2610021A01Rik,Zfp141,Zfp709","protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding","False,False,False,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False","True,True,True,False,False,False,False,True,False,True,True,False,True,True,True,False,True,False,False,False,False,True,False,True,True,True,True"
FBgn0039329,CG10669,protein_coding,True,True,"ENSG00000152926,ENSG00000196705,ENSG00000173041,ENSG00000146757,ENSG00000256229,ENSG00000184635,ENSG00000181450,ENSG00000196381,ENSG00000196268,ENSG00000196605,ENSG00000234444,ENSG00000229676,ENSG00000196670,ENSG00000182903,ENSG00000213020,ENSG00000267041,ENSG00000188171,ENSG00000204611,ENSG00000198464,ENSG00000213973,ENSG00000160336,ENSG00000214652","ZNF117,ZNF431,ZNF680,ZNF92,ZNF486,ZNF93,ZNF678,ZNF781,ZNF493,ZNF846,ZNF736,ZNF492,ZFP62,ZNF721,ZNF611,ZNF850,ZNF626,ZNF616,ZNF480,ZNF99,ZNF761,ZNF727","protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding","False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False","True,True,True,True,True,True,True,False,True,False,True,True,True,False,True,True,True,True,True,True,True,True","ENSMUSG00000058093,ENSMUSG00000046185,ENSMUSG00000060301,ENSMUSG00000023892,ENSMUSG00000055480,ENSMUSG00000057396,ENSMUSG00000045519,ENSMUSG00000063488,ENSMUSG00000063281,ENSMUSG00000098905,ENSMUSG00000069743,ENSMUSG00000067916,ENSMUSG00000066829,ENSMUSG00000059142,ENSMUSG00000067942,ENSMUSG00000074165,ENSMUSG00000074865,ENSMUSG00000006720,ENSMUSG00000070605,ENSMUSG00000056300,ENSMUSG00000046311,ENSMUSG00000057842,ENSMUSG00000051037,ENSMUSG00000063108,ENSMUSG00000091474,ENSMUSG00000092416,ENSMUSG00000056019","Zfp729b,Zfp84,2610008E11Rik,Zfp51,Zfp458,Zfp759,Zfp560,Zkscan7,Zfp35,Zfp953,Zfp820,Zfp991,Zfp810,Zfp945,Zfp160,Zfp788,Zfp934,Zfp184,Zfp992,Zfp981,Zfp62,Zfp595,Zfp455,Zfp26,2610021A01Rik,Zfp141,Zfp709","protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding","False,False,False,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False","True,True,True,False,False,False,False,True,False,True,True,False,True,True,True,False,True,False,False,False,False,True,False,True,True,True,True"
FBgn0028647,CG11902,protein_coding,True,True,"ENSG00000152926,ENSG00000196705,ENSG00000173041,ENSG00000146757,ENSG00000256229,ENSG00000184635,ENSG00000181450,ENSG00000196381,ENSG00000196268,ENSG00000196605,ENSG00000234444,ENSG00000229676,ENSG00000196670,ENSG00000182903,ENSG00000213020,ENSG00000267041,ENSG00000188171,ENSG00000204611,ENSG00000198464,ENSG00000213973,ENSG00000160336,ENSG00000214652","ZNF117,ZNF431,ZNF680,ZNF92,ZNF486,ZNF93,ZNF678,ZNF781,ZNF493,ZNF846,ZNF736,ZNF492,ZFP62,ZNF721,ZNF611,ZNF850,ZNF626,ZNF616,ZNF480,ZNF99,ZNF761,ZNF727","protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding","False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False","True,True,True,True,True,True,True,False,True,False,True,True,True,False,True,True,True,True,True,True,True,True","ENSMUSG00000058093,ENSMUSG00000046185,ENSMUSG00000060301,ENSMUSG00000023892,ENSMUSG00000055480,ENSMUSG00000057396,ENSMUSG00000045519,ENSMUSG00000063488,ENSMUSG00000063281,ENSMUSG00000098905,ENSMUSG00000069743,ENSMUSG00000067916,ENSMUSG00000066829,ENSMUSG00000059142,ENSMUSG00000067942,ENSMUSG00000074165,ENSMUSG00000074865,ENSMUSG00000006720,ENSMUSG00000070605,ENSMUSG00000056300,ENSMUSG00000046311,ENSMUSG00000057842,ENSMUSG00000051037,ENSMUSG00000063108,ENSMUSG00000091474,ENSMUSG00000092416,ENSMUSG00000056019","Zfp729b,Zfp84,2610008E11Rik,Zfp51,Zfp458,Zfp759,Zfp560,Zkscan7,Zfp35,Zfp953,Zfp820,Zfp991,Zfp810,Zfp945,Zfp160,Zfp788,Zfp934,Zfp184,Zfp992,Zfp981,Zfp62,Zfp595,Zfp455,Zfp26,2610021A01Rik,Zfp141,Zfp709","protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding","False,False,False,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False","True,True,True,False,False,False,False,True,False,True,True,False,True,True,True,False,True,False,False,False,False,True,False,True,True,True,True"
FBgn0010590,Prosbeta1,protein_coding,True,True,ENSG00000142507,PSMB6,protein_coding,True,False,ENSMUSG00000018286,Psmb6,protein_coding,True,False
FBgn0003892,ptc,protein_coding,False,True,ENSG00000117425,PTCH2,protein_coding,False,True,"ENSMUSG00000021466,ENSMUSG00000028681","Ptch1,Ptch2","protein_coding,protein_coding","False,True","True,False"
FBgn0000499,dsh,protein_coding,True,True,ENSG00000004975,DVL2,protein_coding,False,True,"ENSMUSG00000020888,ENSMUSG00000029071","Dvl2,Dvl1","protein_coding,protein_coding","False,True","True,True"
FBgn0031458,aph-1,protein_coding,True,True,ENSG00000138613,APH1B,protein_coding,True,False,ENSMUSG00000053040,Aph1c,protein_coding,True,True
FBgn0033845,mars,protein_coding,True,True,ENSG00000126787,DLGAP5,protein_coding,False,True,ENSMUSG00000037544,Dlgap5,protein_coding,True,True
FBgn0034109,CG7747,protein_coding,True,True,ENSG00000100023,PPIL2,protein_coding,False,True,ENSMUSG00000022771,Ppil2,protein_coding,True,False
FBgn0010435,emp,protein_coding,True,True,ENSG00000073060,SCARB1,protein_coding,False,True,ENSMUSG00000029426,Scarb2,protein_coding,False,True
FBgn0035815,Snmp2,protein_coding,True,False,ENSG00000073060,SCARB1,protein_coding,False,True,ENSMUSG00000029426,Scarb2,protein_coding,False,True
FBgn0264574,Glut1,protein_coding,True,False,"ENSG00000142583,ENSG00000173262","SLC2A5,SLC2A14","protein_coding,protein_coding","True,True","False,False",ENSMUSG00000003153,Slc2a3,protein_coding,True,True
FBgn0020255,Ran,protein_coding,True,True,ENSG00000132341,RAN,protein_coding,False,True,ENSMUSG00000029430,Ran,protein_coding,True,False
FBgn0036497,Ran-like,protein_coding,True,True,ENSG00000132341,RAN,protein_coding,False,True,ENSMUSG00000029430,Ran,protein_coding,True,False
FBgn0022338,dnk,protein_coding,True,True,ENSG00000166548,TK2,protein_coding,False,True,ENSMUSG00000035824,Tk2,protein_coding,True,True
FBgn0263603,Zn72D,protein_coding,True,True,ENSG00000056097,ZFR,protein_coding,False,True,ENSMUSG00000034949,Zfr2,protein_coding,True,False
FBgn0002069,AspRS,protein_coding,True,True,ENSG00000115866,DARS,protein_coding,False,True,ENSMUSG00000026356,Dars,protein_coding,True,False
FBgn0004379,Klp67A,protein_coding,True,True,ENSG00000186185,KIF18B,protein_coding,False,True,"ENSMUSG00000051378,ENSMUSG00000027115,ENSMUSG00000010021","Kif18b,Kif18a,Kif19a","protein_coding,protein_coding,protein_coding","True,True,True","False,False,True"
FBgn0034307,CG10914,protein_coding,True,True,ENSG00000084092,NOA1,protein_coding,True,True,ENSMUSG00000036285,Noa1,protein_coding,False,True
FBgn0002989,okr,protein_coding,True,True,ENSG00000085999,RAD54L,protein_coding,False,True,"ENSMUSG00000078773,ENSMUSG00000028702","Rad54b,Rad54l","protein_coding,protein_coding","True,False","True,True"
FBgn0028497,CG3530,protein_coding,True,True,ENSG00000139505,MTMR6,protein_coding,True,False,ENSMUSG00000021987,Mtmr6,protein_coding,True,False
FBgn0051960,CG31960,protein_coding,True,True,ENSG00000160014,CALM3,protein_coding,True,False,"ENSMUSG00000019370,ENSMUSG00000036438,ENSMUSG00000001175","Calm3,Calm2,Calm1","protein_coding,protein_coding,protein_coding","True,True,True","False,True,False"
FBgn0051958,CR31958,pseudogene,True,True,ENSG00000160014,CALM3,protein_coding,True,False,"ENSMUSG00000019370,ENSMUSG00000036438,ENSMUSG00000001175","Calm3,Calm2,Calm1","protein_coding,protein_coding,protein_coding","True,True,True","False,True,False"
FBgn0039373,CG5024,protein_coding,True,True,ENSG00000160014,CALM3,protein_coding,True,False,"ENSMUSG00000019370,ENSMUSG00000036438,ENSMUSG00000001175","Calm3,Calm2,Calm1","protein_coding,protein_coding,protein_coding","True,True,True","False,True,False"
FBgn0039374,CG17770,protein_coding,True,True,ENSG00000160014,CALM3,protein_coding,True,False,"ENSMUSG00000019370,ENSMUSG00000036438,ENSMUSG00000001175","Calm3,Calm2,Calm1","protein_coding,protein_coding,protein_coding","True,True,True","False,True,False"
FBgn0033238,azot,protein_coding,True,True,ENSG00000160014,CALM3,protein_coding,True,False,"ENSMUSG00000019370,ENSMUSG00000036438,ENSMUSG00000001175","Calm3,Calm2,Calm1","protein_coding,protein_coding,protein_coding","True,True,True","False,True,False"
FBgn0050378,CG30378,protein_coding,True,True,ENSG00000160014,CALM3,protein_coding,True,False,"ENSMUSG00000019370,ENSMUSG00000036438,ENSMUSG00000001175","Calm3,Calm2,Calm1","protein_coding,protein_coding,protein_coding","True,True,True","False,True,False"
FBgn0011273,Acam,protein_coding,True,True,ENSG00000160014,CALM3,protein_coding,True,False,"ENSMUSG00000019370,ENSMUSG00000036438,ENSMUSG00000001175","Calm3,Calm2,Calm1","protein_coding,protein_coding,protein_coding","True,True,True","False,True,False"
FBgn0000253,Cam,protein_coding,True,True,ENSG00000160014,CALM3,protein_coding,True,False,"ENSMUSG00000019370,ENSMUSG00000036438,ENSMUSG00000001175","Calm3,Calm2,Calm1","protein_coding,protein_coding,protein_coding","True,True,True","False,True,False"
FBgn0262871,lute,protein_coding,True,True,ENSG00000132640,BTBD3,protein_coding,False,True,ENSMUSG00000025103,Btbd1,protein_coding,True,False
FBgn0035470,Ccz1,protein_coding,True,True,"ENSG00000146574,ENSG00000122674","CCZ1B,CCZ1","protein_coding,protein_coding","False,False","True,True",ENSMUSG00000029617,Ccz1,protein_coding,True,False
FBgn0038811,Pus1,protein_coding,True,True,ENSG00000177192,PUS1,protein_coding,False,True,ENSMUSG00000029507,Pus1,protein_coding,False,True
FBgn0000299,Col4a1,protein_coding,True,False,"ENSG00000204262,ENSG00000081052","COL5A2,COL4A4","protein_coding,protein_coding","False,False","True,True",ENSMUSG00000022483,Col2a1,protein_coding,True,False
FBgn0003656,sws,protein_coding,True,True,ENSG00000130653,PNPLA7,protein_coding,False,True,ENSMUSG00000036833,Pnpla7,protein_coding,True,False
FBgn0031673,CG31650,protein_coding,True,True,ENSG00000117906,RCN2,protein_coding,True,True,ENSMUSG00000032320,Rcn2,protein_coding,False,True
FBgn0039634,alpha-Man-Ib,protein_coding,True,True,ENSG00000177239,MAN1B1,protein_coding,False,True,ENSMUSG00000036646,Man1b1,protein_coding,True,True
FBgn0030377,CG1924,protein_coding,True,True,ENSG00000153132,CLGN,protein_coding,True,False,ENSMUSG00000002190,Clgn,protein_coding,True,False
FBgn0264077,Cnx14D,protein_coding,True,True,ENSG00000153132,CLGN,protein_coding,True,False,ENSMUSG00000002190,Clgn,protein_coding,True,False
FBgn0015622,Cnx99A,protein_coding,True,True,ENSG00000153132,CLGN,protein_coding,True,False,ENSMUSG00000002190,Clgn,protein_coding,True,False
FBgn0266377,Pde8,protein_coding,True,True,"ENSG00000113231,ENSG00000073417","PDE8B,PDE8A","protein_coding,protein_coding","False,False","True,True",ENSMUSG00000025584,Pde8a,protein_coding,True,False
FBgn0039936,Gyf,protein_coding,True,True,ENSG00000146830,GIGYF1,protein_coding,False,True,ENSMUSG00000029714,Gigyf1,protein_coding,False,True
FBgn0033015,d4,protein_coding,True,True,ENSG00000133884,DPF2,protein_coding,False,True,ENSMUSG00000021221,Dpf3,protein_coding,True,False
FBgn0020251,sfl,protein_coding,True,True,ENSG00000070614,NDST1,protein_coding,False,True,ENSMUSG00000027977,Ndst3,protein_coding,True,False
FBgn0003483,spn-E,protein_coding,True,True,ENSG00000156414,TDRD9,protein_coding,False,True,ENSMUSG00000054003,Tdrd9,protein_coding,True,False
FBgn0037383,CG2023,protein_coding,True,True,ENSG00000113734,BNIP1,protein_coding,True,True,ENSMUSG00000024191,Bnip1,protein_coding,True,False
FBgn0010213,Sod2,protein_coding,True,True,ENSG00000112096,SOD2,protein_coding,False,True,ENSMUSG00000006818,Sod2,protein_coding,True,False
FBgn0036480,Cep135,protein_coding,True,True,ENSG00000174799,CEP135,protein_coding,False,True,ENSMUSG00000036403,Cep135,protein_coding,True,False
FBgn0030620,CG5662,protein_coding,True,True,ENSG00000128654,MTX2,protein_coding,False,True,ENSMUSG00000027099,Mtx2,protein_coding,False,True
FBgn0036920,CG8004,protein_coding,True,True,ENSG00000128654,MTX2,protein_coding,False,True,ENSMUSG00000027099,Mtx2,protein_coding,False,True
FBgn0035402,Usp5,protein_coding,True,True,ENSG00000111667,USP5,protein_coding,True,True,ENSMUSG00000038429,Usp5,protein_coding,False,True
FBgn0027055,CSN3,protein_coding,True,True,ENSG00000141030,COPS3,protein_coding,False,True,ENSMUSG00000019373,Cops3,protein_coding,True,False
FBgn0263395,hppy,protein_coding,True,True,ENSG00000012983,MAP4K5,protein_coding,False,True,ENSMUSG00000037337,Map4k1,protein_coding,True,False
FBgn0022724,Taf8,protein_coding,True,True,ENSG00000137413,TAF8,protein_coding,False,True,ENSMUSG00000023980,Taf8,protein_coding,False,True
FBgn0036734,CG7564,protein_coding,True,True,ENSG00000007392,LUC7L,protein_coding,True,False,"ENSMUSG00000029823,ENSMUSG00000024188","Luc7l2,Luc7l","protein_coding,protein_coding","False,False","True,True"
FBgn0028467,CG11070,protein_coding,True,True,ENSG00000110344,UBE4A,protein_coding,False,True,ENSMUSG00000059890,Ube4a,protein_coding,False,True
FBgn0032477,CG5287,protein_coding,True,True,ENSG00000172269,DPAGT1,protein_coding,False,True,ENSMUSG00000032123,Dpagt1,protein_coding,False,True
FBgn0086134,Prosalpha2,protein_coding,True,True,ENSG00000106588,PSMA2,protein_coding,False,True,ENSMUSG00000015671,Psma2,protein_coding,False,True
FBgn0032857,CG10947,protein_coding,True,True,ENSG00000143919,CAMKMT,protein_coding,False,True,ENSMUSG00000071037,Camkmt,protein_coding,True,True
FBgn0032600,BuGZ,protein_coding,True,True,ENSG00000010244,ZNF207,protein_coding,False,True,ENSMUSG00000017421,Zfp207,protein_coding,False,True
